AD-ED,Reporting,Jo Jorgensen Jeremy Cohen,Donald J. Trump Michael R. Pence,WRITE-IN,Howie Hawkins Angela Nicole Walker,Joseph R. Biden Kamala D. Harris,Brock Pierce Karla Ballard
68-039,99.00%,0,11,0,1,232,0
68-040,88.89%,2,17,1,0,169,1
68-041,99.00%,1,26,0,1,206,0
68-042,88.89%,1,18,0,0,188,0
68-043,88.89%,0,15,1,0,220,0
68-044,99.00%,0,12,1,1,95,0
68-045,99.00%,0,4,0,0,54,0
68-046,99.00%,0,17,0,0,163,0
68-047,99.00%,0,8,0,1,91,0
68-048,99.00%,0,7,0,0,86,0
68-049,99.00%,0,7,0,0,116,0
68-050,99.00%,0,5,0,0,94,0
68-051,99.00%,0,8,0,1,114,0
68-052,99.00%,0,5,0,0,76,0
68-053,99.00%,0,9,1,1,68,0
68-054,99.00%,0,15,0,1,172,0
68-055,99.00%,1,21,0,2,221,3
68-056,99.00%,1,20,0,0,205,0
68-057,99.00%,0,11,0,1,177,1
68-058,85.71%,0,7,0,0,123,0
68-059,99.00%,0,6,0,1,120,0
68-060,85.71%,1,9,0,0,125,2
68-061,99.00%,0,11,0,0,131,0
68-062,85.71%,0,9,0,0,148,0
68-063,99.00%,0,7,2,0,142,0
68-064,99.00%,0,6,0,0,60,0
68-065,99.00%,0,8,0,1,80,0
68-066,72.73%,0,10,0,1,96,0
68-067,99.00%,0,3,0,1,47,0
68-068,99.00%,0,13,0,2,79,0
68-069,99.00%,0,4,0,0,62,0
68-070,99.00%,0,14,0,0,71,0
68-071,99.00%,0,10,0,2,220,0
68-072,72.73%,0,13,0,0,186,0
68-073,72.73%,0,6,1,2,133,0
68-074,99.00%,0,17,1,0,212,0
68-075,72.73%,0,12,1,1,145,0
68-076,72.73%,0,20,1,1,165,1
68-077,99.00%,1,8,0,0,88,0
68-078,99.00%,0,10,1,3,192,0
68-079,99.00%,0,17,0,0,183,2
68-080,99.00%,1,34,1,2,376,0
68-081,99.00%,0,0,0,0,81,0
68-082,99.00%,0,13,1,1,376,0
68-083,99.00%,1,6,1,2,190,0
68-084,99.00%,0,1,0,1,47,0
68-085,99.00%,0,10,0,1,104,0
68-086,99.00%,0,5,0,1,102,0
68-087,99.00%,0,6,0,0,130,0
68-088,99.00%,0,6,0,0,36,0
68-089,99.00%,0,1,0,0,91,0
68-090,99.00%,0,4,0,0,102,0
68-091,99.00%,0,2,0,0,58,0
68-092,99.00%,0,4,0,0,94,0
68-093,99.00%,0,1,0,0,91,0
68-094,99.00%,0,0,0,0,6,0
68-095,99.00%,0,0,0,0,1,0
68-096,99.00%,1,6,1,0,71,0
68-097,99.00%,0,8,0,0,93,0
68-098,99.00%,1,30,0,0,212,0
68-099,99.00%,0,0,0,0,0,0
68-100,99.00%,0,0,0,0,0,0
68-101,99.00%,0,0,0,0,0,0
68-102,99.00%,0,0,0,0,0,0
68-103,99.00%,0,0,0,0,0,0
68-104,99.00%,0,0,0,0,0,0
68-105,99.00%,0,0,0,0,0,0
68-106,99.00%,0,0,0,0,0,0
68-107,99.00%,0,0,0,0,0,0
68-108,99.00%,0,5,0,0,87,0
68-109,99.00%,1,17,1,1,165,0
68-110,99.00%,0,9,1,0,110,0
68-111,99.00%,0,11,0,1,108,0
68-112,99.00%,0,23,0,1,229,0
68-113,99.00%,0,5,0,0,50,0
68-114,99.00%,1,29,1,0,218,0
68-115,99.00%,0,6,0,0,93,0
69-001,99.00%,0,6,0,0,130,0
69-002,99.00%,0,12,0,1,139,0
69-003,99.00%,0,11,0,0,194,1
69-004,99.00%,0,16,1,0,187,0
69-005,99.00%,0,10,1,3,126,0
69-006,99.00%,2,25,0,0,251,0
69-007,99.00%,0,17,3,2,195,1
69-008,70.00%,0,4,0,0,61,0
69-009,99.00%,0,27,0,1,225,1
69-010,99.00%,2,26,0,0,236,1
69-011,99.00%,0,24,0,0,239,0
69-012,99.00%,2,34,1,1,191,0
69-013,99.00%,1,33,3,0,248,0
69-014,99.00%,0,36,1,2,158,1
69-015,99.00%,3,45,1,1,370,1
69-016,93.75%,1,16,1,0,166,0
69-017,93.75%,0,13,0,0,137,0
69-018,93.75%,0,19,0,2,204,0
69-019,93.75%,0,5,0,0,113,0
69-020,93.75%,0,19,2,0,225,0
69-021,93.75%,0,13,0,1,242,0
69-022,93.75%,1,20,0,1,218,0
69-023,91.67%,0,14,0,0,146,0
69-024,91.67%,0,14,0,0,189,0
69-025,91.67%,0,12,1,0,130,0
69-026,91.67%,1,12,0,0,198,0
69-027,93.75%,0,14,0,0,125,0
69-028,93.75%,0,7,1,0,90,0
69-029,93.75%,1,20,0,0,249,0
69-030,93.75%,1,18,0,0,172,0
69-031,93.75%,2,15,1,0,201,0
69-032,93.75%,2,16,1,1,277,1
69-033,93.75%,1,17,0,0,288,0
69-034,93.75%,1,23,0,2,301,0
69-035,93.75%,2,5,0,1,120,0
69-036,93.75%,0,1,0,0,27,0
69-037,93.75%,2,7,0,0,119,0
69-038,93.75%,0,12,0,0,184,0
69-039,93.75%,1,17,0,0,232,0
69-040,93.75%,0,18,0,0,317,0
69-041,93.75%,0,14,0,4,125,0
69-042,93.75%,1,22,0,0,217,0
69-043,93.75%,0,13,1,1,252,0
69-044,93.75%,2,16,0,1,239,0
69-045,91.67%,1,18,0,0,174,0
69-046,91.67%,2,7,1,0,222,0
69-047,93.75%,1,7,0,0,173,0
69-048,91.67%,0,12,0,0,204,0
69-049,70.59%,0,14,0,1,224,0
69-050,70.59%,1,16,0,0,225,0
69-051,70.59%,1,12,1,1,199,0
69-052,70.59%,1,20,2,0,263,0
69-053,70.59%,0,15,0,0,172,0
69-054,70.59%,0,12,0,0,252,0
69-055,70.59%,0,14,0,1,265,0
69-056,70.59%,0,11,0,1,149,0
69-057,70.59%,0,26,0,0,229,0
69-058,70.59%,0,4,0,1,199,0
69-059,70.59%,0,8,0,0,104,0
69-060,70.59%,2,13,1,0,249,0
69-061,70.59%,0,13,0,1,238,0
69-062,70.59%,1,18,2,0,232,0
69-063,99.00%,2,21,1,0,213,0
69-064,99.00%,5,27,2,3,342,1
69-065,99.00%,1,19,2,0,243,0
69-066,70.59%,0,7,0,0,108,0
69-067,99.00%,3,46,2,0,297,0
69-068,70.59%,0,14,0,0,173,0
69-069,99.00%,1,30,0,5,436,0
69-070,70.00%,0,2,0,0,57,0
69-071,99.00%,2,20,0,0,167,0
69-072,73.33%,1,4,0,0,149,0
69-073,73.33%,6,12,1,0,253,0
69-074,70.00%,0,14,0,1,142,0
69-075,70.00%,0,11,0,0,202,0
69-076,70.00%,1,12,1,0,172,0
69-077,73.33%,0,9,0,0,203,0
69-078,73.33%,1,6,0,0,185,0
69-079,73.33%,0,8,0,2,146,1
69-080,99.00%,1,20,1,2,228,0
69-081,88.89%,0,25,0,0,198,0
69-082,99.00%,2,13,1,0,191,0
69-083,99.00%,1,34,0,3,343,0
69-084,73.33%,0,9,0,0,151,0
69-085,73.33%,0,5,1,0,139,0
69-086,73.33%,1,4,0,2,250,0
69-087,73.33%,0,7,0,1,223,1
69-088,73.33%,0,3,0,0,49,0
69-089,66.67%,0,18,0,0,134,0
69-090,73.33%,0,17,1,1,247,0
69-091,73.33%,0,6,1,0,110,0
69-092,73.33%,0,3,1,1,202,0
69-093,99.00%,3,19,3,8,365,0
69-094,66.67%,0,7,0,0,142,0
69-095,57.14%,0,4,0,0,259,0
69-096,57.14%,0,0,0,0,13,0
69-097,66.67%,0,7,0,0,180,0
69-098,57.14%,2,17,2,1,290,0
69-099,83.33%,1,13,0,1,365,0
69-100,99.00%,0,5,1,1,187,0
69-101,99.00%,1,6,0,0,91,2
69-102,99.00%,0,48,0,0,412,1
69-103,70.59%,0,0,0,0,0,0
69-104,70.00%,0,0,0,0,0,0
69-105,70.59%,0,0,0,0,0,0
69-106,70.59%,0,0,0,0,0,0
69-107,57.14%,0,0,0,0,0,0
69-108,99.00%,0,7,0,0,215,0
69-109,88.89%,0,10,1,1,108,0
69-110,73.33%,0,6,0,0,136,0
69-111,70.59%,1,4,1,1,146,0
69-112,70.59%,0,16,0,1,142,0
69-113,91.67%,1,12,0,0,125,0
69-114,70.59%,0,13,0,0,116,0
69-115,99.00%,0,17,2,0,133,0
70-001,99.00%,1,5,1,0,175,0
70-002,99.00%,0,14,0,1,229,0
70-003,99.00%,2,11,1,0,182,0
70-004,83.33%,1,14,3,3,296,0
70-005,83.33%,3,11,2,1,292,0
70-006,83.33%,0,19,0,1,351,0
70-007,83.33%,0,16,1,1,386,1
70-008,85.71%,0,8,0,0,285,0
70-009,99.00%,0,14,2,0,314,1
70-010,85.71%,0,4,0,1,244,0
70-011,83.33%,0,20,0,3,350,0
70-012,83.33%,0,25,1,1,363,0
70-013,99.00%,0,11,0,0,223,0
70-014,99.00%,1,17,1,2,388,2
70-015,83.33%,1,6,0,0,269,0
70-016,99.00%,0,9,0,2,218,0
70-017,99.00%,0,5,1,0,169,0
70-018,83.33%,0,13,0,0,218,0
70-019,99.00%,0,18,0,4,415,0
70-020,99.00%,0,4,0,1,342,0
70-021,99.00%,1,6,0,3,283,0
70-022,54.55%,1,5,4,0,320,0
70-023,54.55%,1,16,2,1,397,0
70-024,54.55%,1,4,1,0,299,0
70-025,54.55%,0,0,0,0,109,0
70-026,83.33%,0,7,0,1,336,0
70-027,99.00%,1,1,0,1,169,0
70-028,83.33%,0,12,2,1,201,0
70-029,83.33%,0,9,1,0,207,0
70-030,54.55%,0,7,0,0,92,0
70-031,99.00%,0,6,0,0,110,0
70-032,99.00%,0,5,0,0,138,0
70-033,99.00%,0,6,1,0,293,1
70-034,99.00%,0,13,2,2,390,0
70-035,99.00%,1,9,1,3,379,0
70-036,57.14%,0,5,1,2,278,0
70-037,57.14%,0,2,0,0,160,0
70-038,57.14%,0,3,0,0,123,0
70-039,57.14%,0,6,0,0,123,0
70-040,99.00%,1,7,0,2,479,0
70-041,99.00%,0,13,2,1,460,0
70-042,99.00%,0,16,2,1,426,0
70-043,99.00%,1,14,1,0,410,0
70-044,99.00%,0,14,1,1,430,0
70-045,99.00%,1,21,1,1,376,0
70-046,83.33%,0,3,0,0,312,1
70-047,83.33%,0,4,0,1,199,0
70-048,66.67%,0,13,0,2,163,0
70-049,66.67%,1,0,0,1,172,0
70-050,99.00%,1,21,3,6,532,1
70-051,99.00%,0,22,3,4,259,0
70-052,99.00%,0,21,4,4,468,1
70-053,99.00%,0,10,0,2,292,0
70-054,99.00%,0,1,0,2,295,0
70-055,99.00%,1,16,1,3,404,1
70-056,99.00%,0,12,2,1,303,0
70-057,99.00%,0,20,4,3,410,1
70-058,99.00%,0,18,2,0,475,2
70-059,99.00%,1,27,2,1,409,0
70-060,99.00%,1,24,0,1,339,0
70-061,99.00%,1,16,0,1,381,0
70-062,99.00%,0,4,0,0,180,0
70-063,99.00%,0,4,0,0,255,0
70-064,66.67%,0,0,0,0,12,0
70-065,66.67%,1,12,1,1,249,0
70-066,99.00%,1,17,2,1,240,0
70-067,66.67%,0,5,1,1,137,0
70-068,57.14%,0,11,2,0,319,1
70-069,90.91%,0,10,0,0,109,0
70-070,99.00%,1,25,0,0,186,0
70-071,99.00%,0,8,0,0,176,1
70-072,99.00%,1,4,0,0,106,0
70-073,99.00%,0,50,2,2,466,1
70-074,54.55%,0,15,0,1,311,0
70-075,99.00%,3,19,1,4,344,0
70-076,99.00%,0,49,0,3,458,1
70-077,99.00%,0,7,0,0,93,0
70-078,99.00%,1,15,0,1,155,0
70-079,99.00%,1,9,0,1,103,0
70-080,90.91%,0,16,2,0,185,0
70-081,99.00%,0,21,0,2,158,0
70-082,90.91%,0,12,0,0,131,0
70-083,90.91%,1,7,0,0,137,0
70-084,99.00%,0,11,0,0,138,0
70-085,99.00%,0,4,0,2,204,0
70-086,90.91%,0,8,0,0,135,0
70-087,90.91%,0,6,1,0,107,0
70-088,90.91%,0,10,0,0,196,0
70-089,99.00%,1,11,1,1,235,0
70-090,90.91%,0,1,0,0,97,0
70-091,99.00%,0,7,0,0,139,0
70-092,99.00%,0,9,1,0,267,0
70-093,99.00%,0,5,0,0,236,0
70-094,90.91%,0,0,0,0,0,0
70-095,90.91%,0,0,0,0,0,0
70-096,90.91%,0,0,0,0,0,0
70-097,90.91%,0,0,0,0,0,0
70-098,99.00%,2,23,2,3,508,1
70-099,90.91%,0,11,1,1,129,0
70-100,66.67%,0,7,0,0,258,0
70-101,66.67%,0,7,0,1,210,0
70-102,54.55%,0,6,1,0,210,1
70-103,54.55%,0,9,1,2,232,0
70-104,99.00%,2,23,1,3,218,0
70-105,99.00%,2,7,1,2,323,0
70-106,99.00%,1,8,0,1,187,0
70-107,99.00%,0,10,0,0,186,0
70-108,83.33%,1,11,2,1,359,0
70-109,90.91%,0,3,0,1,78,0
70-110,54.55%,0,9,0,0,236,0
70-111,57.14%,0,3,0,0,91,0
71-001,99.00%,0,8,0,0,123,0
71-002,90.91%,0,17,0,2,173,0
71-003,90.91%,0,7,0,1,135,0
71-004,90.91%,1,10,1,2,166,0
71-005,66.67%,3,15,0,0,187,0
71-006,66.67%,0,26,0,0,270,0
71-007,66.67%,0,18,0,3,148,0
71-008,66.67%,0,4,1,2,214,0
71-009,66.67%,0,12,1,1,212,0
71-010,83.33%,0,36,1,1,309,1
71-011,83.33%,0,9,1,0,182,0
71-012,99.00%,0,6,1,1,247,1
71-013,99.00%,0,5,0,1,196,0
71-014,99.00%,0,6,1,0,238,0
71-015,99.00%,0,4,0,0,121,0
71-016,99.00%,2,22,0,2,392,0
71-017,99.00%,0,30,1,0,395,0
71-018,99.00%,0,2,0,0,287,0
71-019,99.00%,0,1,0,0,243,0
71-020,99.00%,0,3,0,1,268,0
71-021,99.00%,0,17,0,0,383,0
71-022,99.00%,2,50,1,0,437,0
71-023,99.00%,0,5,0,0,119,0
71-024,50.00%,0,2,1,1,163,0
71-025,50.00%,0,8,0,0,161,0
71-026,99.00%,1,5,0,0,243,0
71-027,66.67%,0,5,1,0,174,0
71-028,66.67%,0,8,0,0,120,0
71-029,66.67%,0,7,0,0,151,0
71-030,66.67%,1,9,0,1,175,1
71-031,66.67%,0,21,0,2,304,0
71-032,66.67%,4,14,1,2,262,0
71-033,99.00%,2,15,2,2,299,0
71-034,99.00%,0,6,1,2,180,0
71-035,99.00%,0,4,0,0,139,0
71-036,99.00%,0,14,0,0,158,0
71-037,99.00%,0,13,0,0,111,0
71-038,99.00%,2,5,0,1,106,0
71-039,50.00%,0,9,0,0,110,0
71-040,99.00%,3,50,1,3,418,0
71-041,99.00%,0,48,2,2,508,0
71-042,50.00%,0,7,1,0,183,0
71-043,44.44%,1,6,1,0,131,0
71-044,50.00%,0,13,0,1,224,0
71-045,44.44%,1,13,0,0,126,0
71-046,99.00%,0,26,1,2,189,0
71-047,99.00%,1,4,0,0,64,0
71-048,99.00%,0,33,0,0,176,0
71-049,99.00%,1,32,0,1,263,0
71-050,44.44%,0,7,0,0,115,0
71-051,50.00%,0,6,0,0,29,0
71-052,44.44%,0,18,0,0,166,0
71-053,44.44%,1,10,1,0,119,0
71-054,99.00%,0,25,0,1,207,0
71-055,99.00%,1,25,0,0,180,0
71-056,99.00%,2,37,1,0,199,0
71-057,44.44%,0,25,0,0,141,0
71-058,99.00%,1,53,1,0,266,1
71-059,99.00%,2,47,0,3,254,1
71-060,99.00%,0,33,0,2,280,0
71-061,99.00%,1,27,1,0,217,0
71-062,99.00%,1,30,1,1,227,0
71-063,84.62%,3,25,0,0,205,0
71-064,84.62%,0,16,0,0,139,0
71-065,84.62%,1,27,1,0,252,0
71-066,84.62%,0,20,0,0,190,0
71-067,84.62%,0,22,0,0,176,0
71-068,66.67%,0,4,0,0,135,0
71-069,84.62%,1,15,0,0,131,0
71-070,84.62%,0,25,0,2,173,0
71-071,66.67%,0,9,0,0,135,1
71-072,99.00%,2,40,1,1,218,0
71-073,99.00%,1,29,0,0,288,0
71-074,99.00%,1,36,2,1,305,0
71-075,88.89%,0,17,0,2,164,0
71-076,88.89%,1,22,0,0,243,0
71-077,88.89%,0,12,1,0,308,0
71-078,88.89%,1,17,1,1,322,0
71-079,88.89%,1,20,0,0,330,0
71-080,88.89%,0,14,0,0,183,0
71-081,99.00%,1,22,2,0,240,0
71-082,99.00%,0,25,0,1,195,0
71-083,99.00%,2,13,0,3,314,0
71-084,99.00%,1,7,0,0,171,1
71-085,99.00%,0,14,0,2,271,0
71-086,54.55%,1,0,0,1,26,0
71-087,99.00%,0,6,0,0,70,0
71-088,99.00%,0,8,0,0,56,0
71-089,99.00%,0,3,0,0,92,0
71-090,99.00%,0,6,0,0,66,0
71-091,99.00%,0,0,0,0,39,0
71-092,99.00%,0,11,0,0,183,0
71-093,44.44%,0,4,0,0,148,0
71-094,83.33%,0,0,0,0,0,0
71-095,99.00%,0,0,0,0,0,0
71-096,44.44%,0,0,0,0,0,0
71-097,99.00%,1,52,0,4,359,0
71-098,84.62%,2,31,0,5,212,0
71-099,84.62%,2,23,0,1,168,0
71-100,99.00%,1,39,1,0,247,0
71-101,99.00%,0,9,0,1,101,0
71-102,83.33%,0,7,0,0,147,0
71-103,66.67%,0,4,2,0,90,0
71-104,66.67%,0,8,1,0,119,0
71-105,99.00%,1,3,0,2,138,0
71-106,66.67%,0,8,0,0,113,0
71-107,83.33%,0,6,0,1,205,0
71-108,44.44%,0,5,0,0,44,0
71-109,99.00%,0,21,2,1,324,1
72-001,50.00%,1,16,0,0,174,0
72-002,99.00%,0,14,0,0,165,0
72-003,99.00%,1,47,2,3,271,1
72-004,99.00%,0,47,0,0,248,0
72-005,99.00%,2,71,0,1,259,0
72-006,99.00%,0,33,0,1,203,0
72-007,99.00%,0,14,0,0,100,0
72-008,84.62%,0,18,0,2,140,0
72-009,99.00%,0,25,0,0,160,0
72-010,84.62%,0,32,0,0,151,0
72-011,99.00%,0,15,0,0,110,0
72-012,84.62%,0,20,1,0,169,0
72-013,99.00%,0,23,0,0,146,0
72-014,99.00%,0,27,0,1,247,0
72-015,99.00%,0,40,1,1,226,0
72-016,99.00%,1,43,2,3,245,0
72-017,57.14%,0,38,0,0,200,0
72-018,57.14%,3,56,0,1,269,0
72-019,99.00%,0,13,0,0,151,0
72-020,57.14%,0,23,0,0,119,1
72-021,99.00%,0,57,0,3,294,0
72-022,99.00%,0,71,0,0,237,0
72-023,99.00%,1,42,0,1,129,0
72-024,88.89%,1,81,1,1,313,0
72-025,88.89%,0,41,0,2,208,0
72-026,83.33%,0,23,1,0,227,0
72-027,88.89%,3,49,0,0,259,1
72-028,99.00%,0,38,0,1,206,0
72-029,99.00%,0,44,0,1,208,0
72-030,88.89%,2,62,1,6,293,0
72-031,99.00%,0,27,0,0,120,0
72-032,99.00%,0,32,0,1,122,0
72-033,99.00%,0,34,0,0,166,0
72-034,88.89%,0,34,1,0,182,2
72-035,88.89%,0,35,1,0,194,0
72-036,99.00%,2,32,0,2,183,0
72-037,99.00%,1,22,1,0,118,1
72-038,83.33%,0,20,0,1,267,0
72-039,99.00%,1,11,0,0,176,0
72-040,99.00%,0,9,0,0,122,0
72-041,99.00%,1,8,0,0,134,0
72-042,83.33%,1,17,0,1,184,0
72-043,99.00%,1,14,0,1,141,0
72-044,99.00%,0,12,0,2,99,0
72-045,99.00%,0,8,0,0,94,1
72-046,99.00%,1,28,0,2,180,0
72-047,54.55%,0,13,0,0,110,0
72-048,54.55%,0,10,0,0,87,1
72-049,54.55%,1,12,0,0,89,0
72-050,99.00%,0,3,1,0,98,0
72-051,99.00%,0,3,0,0,74,0
72-052,99.00%,0,7,0,0,112,0
72-053,99.00%,0,7,0,0,51,0
72-054,99.00%,0,6,0,0,86,0
72-055,99.00%,0,10,0,0,114,0
72-056,99.00%,0,3,0,1,97,1
72-057,54.55%,1,12,0,0,219,1
72-058,54.55%,0,12,0,1,213,0
72-059,54.55%,0,10,2,0,171,0
72-060,54.55%,0,22,0,0,208,0
72-061,54.55%,0,9,0,0,103,0
72-062,99.00%,0,15,0,0,79,0
72-063,99.00%,0,14,0,0,131,0
72-064,54.55%,0,6,0,0,211,0
72-065,71.43%,0,13,0,1,86,0
72-066,71.43%,0,12,0,0,200,0
72-067,71.43%,0,12,0,1,229,0
72-068,99.00%,0,44,3,8,504,3
72-069,99.00%,0,57,3,3,397,1
72-070,71.43%,0,11,0,1,154,0
72-071,99.00%,0,9,0,0,48,0
72-072,99.00%,0,2,0,0,32,0
72-073,54.55%,0,8,0,0,126,0
72-074,99.00%,0,8,1,1,143,0
72-075,99.00%,0,5,0,0,133,1
72-076,99.00%,0,11,0,0,80,0
72-077,84.62%,2,32,0,0,162,0
72-078,84.62%,0,18,0,1,183,0
72-079,99.00%,0,52,0,1,205,0
72-080,66.67%,0,0,0,0,0,0
72-081,54.55%,0,0,0,0,0,0
72-082,66.67%,0,0,0,0,0,0
72-083,66.67%,0,0,0,0,0,0
72-084,54.55%,0,0,0,0,0,0
72-085,66.67%,0,0,0,0,0,0
72-086,99.00%,0,6,0,0,73,0
72-087,88.89%,0,30,0,0,152,0
72-088,88.89%,0,25,1,0,191,1
72-089,99.00%,0,22,0,1,140,0
72-090,57.14%,0,17,0,0,182,0
72-091,99.00%,0,9,0,1,127,0
72-092,99.00%,0,20,0,0,157,0
72-093,99.00%,1,52,0,1,278,0
72-094,99.00%,0,32,0,2,201,0
72-095,99.00%,0,7,0,0,119,1
72-096,99.00%,0,11,0,0,76,0
72-097,99.00%,0,18,0,0,110,0
73-001,75.00%,0,4,0,1,142,0
73-002,75.00%,1,36,0,0,112,0
73-003,75.00%,2,31,2,0,257,0
73-004,99.00%,1,17,0,0,113,0
73-005,99.00%,0,24,0,0,143,0
73-006,77.78%,0,24,0,0,176,0
73-007,99.00%,2,23,0,1,120,0
73-008,99.00%,1,4,0,1,12,0
73-009,75.00%,1,47,0,0,240,0
73-010,75.00%,1,31,1,0,270,0
73-011,75.00%,1,60,0,0,236,0
73-012,99.00%,3,69,2,0,211,0
73-013,99.00%,2,60,3,0,221,0
73-014,99.00%,1,27,0,0,144,0
73-015,71.43%,1,11,0,0,58,0
73-016,71.43%,0,27,0,0,122,0
73-017,99.00%,1,25,0,1,163,0
73-018,54.55%,0,30,0,0,131,0
73-019,54.55%,1,23,0,0,117,0
73-020,54.55%,0,2,0,0,6,0
73-021,54.55%,1,20,0,1,173,0
73-022,54.55%,1,26,0,0,157,0
73-023,54.55%,1,24,0,0,175,0
73-024,99.00%,0,34,2,0,195,0
73-025,54.55%,1,28,1,0,174,0
73-026,54.55%,1,40,0,0,158,0
73-027,27.78%,0,21,1,1,136,0
73-028,27.78%,1,40,0,1,222,1
73-029,27.78%,2,19,3,0,172,0
73-030,99.00%,0,41,0,2,172,0
73-031,99.00%,0,31,1,0,202,0
73-032,27.78%,0,15,1,1,128,0
73-033,27.78%,1,29,0,0,193,0
73-034,27.78%,0,22,0,0,69,0
73-035,27.78%,0,17,0,0,138,0
73-036,27.78%,0,19,0,1,132,0
73-037,27.78%,0,14,0,0,162,0
73-038,27.78%,2,32,1,0,187,0
73-039,27.78%,0,34,1,0,159,0
73-040,27.78%,2,19,2,2,152,0
73-041,27.78%,0,24,0,0,123,0
73-042,54.55%,0,20,0,0,107,0
73-043,99.00%,0,4,0,0,16,0
73-044,99.00%,2,18,1,0,131,0
73-045,54.55%,0,19,0,0,73,0
73-046,99.00%,2,80,1,0,106,0
73-047,27.78%,0,26,0,0,153,0
73-048,27.78%,0,32,0,0,111,0
73-049,99.00%,0,56,1,5,258,0
73-050,99.00%,0,28,2,0,119,0
73-051,99.00%,0,30,0,0,123,1
73-052,99.00%,0,46,1,0,67,0
73-053,99.00%,0,28,2,0,103,2
73-054,99.00%,1,23,0,0,108,0
73-055,99.00%,0,45,0,0,208,0
73-056,99.00%,0,46,1,0,129,0
73-057,99.00%,2,55,1,1,195,0
73-058,99.00%,3,119,1,0,194,1
73-059,99.00%,0,27,1,0,121,0
73-060,99.00%,5,99,0,0,223,0
73-061,99.00%,1,79,1,0,191,0
73-062,99.00%,0,42,2,0,151,0
73-063,99.00%,0,41,0,0,180,0
73-064,99.00%,0,37,0,0,192,0
73-065,99.00%,0,54,2,0,233,0
73-066,99.00%,0,42,1,0,129,0
73-067,99.00%,0,40,0,0,144,0
73-068,99.00%,0,61,2,0,269,0
73-069,99.00%,4,57,2,0,251,0
73-070,99.00%,2,28,1,1,189,0
73-071,99.00%,2,50,2,0,133,0
73-072,99.00%,1,59,2,0,179,0
73-073,99.00%,1,35,1,0,153,0
73-074,99.00%,2,44,2,2,189,0
73-075,99.00%,2,39,1,0,138,0
73-076,72.22%,2,33,1,1,133,0
73-077,99.00%,0,28,0,0,123,0
73-078,72.22%,0,38,1,0,157,0
73-079,72.22%,2,27,2,1,130,0
73-080,72.22%,0,27,1,0,164,0
73-081,72.22%,0,14,0,0,95,0
73-082,72.22%,0,22,0,0,104,0
73-083,72.22%,0,41,1,0,197,0
73-084,99.00%,1,22,0,0,152,0
73-085,72.22%,1,16,1,0,163,0
73-086,72.22%,1,16,0,0,138,0
73-087,72.22%,0,22,0,0,157,0
73-088,99.00%,2,13,0,0,96,0
73-089,99.00%,1,64,2,0,301,1
73-090,99.00%,1,7,1,0,66,0
73-091,99.00%,0,12,1,1,159,0
73-092,99.00%,0,12,0,1,61,0
73-093,99.00%,1,22,2,0,253,0
73-094,99.00%,0,25,0,0,110,0
73-095,72.22%,0,30,1,0,202,0
73-096,99.00%,0,28,0,0,181,0
73-097,72.22%,1,39,1,0,157,1
73-098,72.22%,1,22,0,1,126,0
73-099,99.00%,1,35,1,0,171,1
73-100,27.78%,0,16,1,2,125,1
73-101,27.78%,0,16,0,0,61,1
73-102,71.43%,0,18,0,0,137,0
73-103,71.43%,0,19,1,0,75,0
73-104,99.00%,1,64,4,0,201,2
73-105,99.00%,3,33,1,1,116,0
73-106,99.00%,2,59,2,0,313,0
73-107,99.00%,0,56,2,1,210,1
74-001,99.00%,0,7,0,0,43,0
74-002,99.00%,1,15,0,0,88,0
74-003,99.00%,0,6,0,0,89,0
74-004,99.00%,0,9,0,0,79,0
74-005,99.00%,0,12,0,0,81,0
74-006,99.00%,1,65,0,0,299,2
74-007,99.00%,0,14,0,2,166,0
74-008,99.00%,0,14,2,0,180,0
74-009,99.00%,0,17,0,0,63,0
74-010,99.00%,0,12,0,0,133,0
74-011,99.00%,1,11,0,1,79,0
74-012,99.00%,0,10,1,0,64,0
74-013,99.00%,0,8,0,1,61,0
74-014,99.00%,0,14,0,0,69,1
74-015,99.00%,1,17,0,1,198,0
74-016,99.00%,0,10,0,0,124,0
74-017,99.00%,0,19,0,0,207,0
74-018,99.00%,0,7,0,0,48,0
74-019,99.00%,1,142,0,3,223,0
74-020,99.00%,2,118,3,6,368,0
74-021,99.00%,5,36,3,3,386,0
74-022,83.33%,1,26,0,1,287,0
74-023,88.89%,1,20,2,2,285,0
74-024,83.33%,0,15,0,2,214,0
74-025,99.00%,1,30,0,0,296,0
74-026,99.00%,0,14,1,1,107,0
74-027,99.00%,1,68,0,2,351,1
74-028,99.00%,0,43,0,0,221,0
74-029,99.00%,0,49,1,1,291,0
74-030,99.00%,0,41,0,1,189,0
74-031,99.00%,0,32,0,2,250,0
74-032,99.00%,0,23,0,2,339,0
74-033,88.89%,0,16,3,4,319,0
74-034,88.89%,2,19,2,5,318,0
74-035,99.00%,0,54,5,3,307,0
74-036,57.14%,1,5,1,0,154,0
74-037,99.00%,2,32,0,3,232,0
74-038,99.00%,3,42,1,1,301,0
74-039,99.00%,0,27,1,4,230,0
74-040,99.00%,1,53,2,2,340,0
74-041,99.00%,4,83,1,3,381,0
74-042,99.00%,1,29,2,0,294,0
74-043,99.00%,5,61,3,8,406,1
74-044,99.00%,2,59,2,1,293,0
74-045,99.00%,2,93,7,3,388,0
